5309,62,149
5304,29,135
5310,66,148
5303,43,170
5308,81,149
5302,105,157
5301,83,160
5307,63,152
4709,49,190
4705,38,178
4707,74,167
4706,54,164
4702,50,176
4708,61,181
4701,51,159
4703,61,163
4704,75,149
1804,47,162
1806,54,165
1808,55,179
1802,52,183
1807,43,184
1805,48,157
1801,42,168
1809,48,155
1803,40,184
5105,74,177
5106,58,165
5111,103,178
5104,80,172
5102,94,187
5108,52,191
5109,73,179
5110,85,160
5103,117,231
5107,72,165
5101,103,168
1313,68,118
1306,57,135
1310,62,152
1312,57,155
1314,52,123
1303,66,133
1301,60,165
1309,55,145
1304,54,128
1302,74,204
1307,53,117
1311,62,117
1308,71,159
1305,58,196
3407,79,152
3403,71,181
3405,66,153
3412,71,154
3409,63,153
3410,91,216
3401,47,178
3406,92,166
3411,69,156
3404,74,153
3408,90,197
3402,92,196
3709,109,193
3712,169,234
3710,71,192
3702,110,179
3705,109,191
3708,79,170
3713,137,179
3711,62,177
3703,146,200
3706,135,197
3707,93,159
3704,123,175
3701,152,205
2609,87,210
2604,66,182
2613,110,278
2611,98,193
2607,72,175
2614,131,245
2608,72,209
2612,63,199
2603,72,165
2602,69,159
2605,71,215
2606,47,172
2610,83,179
2601,139,229
3914,87,178
3913,112,216
3901,78,183
3912,93,171
3907,105,177
3910,32,194
3902,92,183
3904,85,193
3911,100,308
3916,108,182
3915,115,183
3908,57,172
3903,91,206
3906,111,185
3909,131,241
3905,78,169
1701,129,227
1706,116,177
1703,115,187
1709,103,185
1713,91,201
1717,100,217
1718,104,205
1704,133,208
1707,145,265
1710,75,165
1716,80,178
1705,126,230
1712,50,177
1711,82,165
1708,90,170
1702,71,192
1714,96,123
1715,80,200
4205,71,179
4207,150,198
4212,87,189
4204,55,157
4209,87,183
4215,57,157
4206,94,166
4217,96,186
4214,85,281
4213,106,192
4201,114,194
4208,52,163
4203,85,188
4216,74,161
4202,71,203
4210,95,173
4211,77,183
4218,77,190
1223,75,160
1210,84,153
1207,56,150
1212,61,189
1227,62,160
1211,45,148
1208,42,147
1219,65,195
1218,46,156
1204,84,145
1206,68,169
1203,54,141
1209,50,118
1217,84,197
1213,62,192
1225,60,129
1205,135,180
1215,62,179
1201,32,152
1222,129,210
1221,75,168
1202,49,167
1224,57,156
1214,94,200
1226,55,139
1220,119,182
1216,34,171
3618,53,160
3603,81,172
3627,68,171
3614,72,204
3606,71,229
3611,94,210
3604,42,151
3602,45,154
3615,37,172
3624,37,200
3610,124,181
3616,52,189
3621,69,187
3607,126,218
3601,50,151
3620,36,184
3626,52,201
3609,75,219
3619,76,208
3605,67,242
3623,62,184
3612,76,185
3617,52,155
3613,53,136
3622,51,198
3608,94,246
3625,30,186
4802,103,137
4820,80,157
4803,35,147
4828,84,158
4818,109,178
4827,76,177
4830,78,166
4805,86,155
4833,121,186
4829,93,155
4809,72,139
4832,94,178
4836,77,155
4804,59,154
4826,46,144
4834,62,147
4825,106,171
4816,34,141
4813,48,197
4824,69,173
4835,132,180
4823,111,164
4812,75,152
4811,59,175
4821,130,179
4814,55,171
4817,58,165
4819,40,191
4822,59,103
4815,74,128
4806,77,151
4801,41,150
4807,76,141
4808,47,111
4810,106,148
4831,35,152
0603,53,166
0624,48,149
0632,57,160
0626,44,156
0617,49,143
0621,62,124
0609,31,145
0630,68,184
0642,61,147
0623,69,140
0625,53,165
0613,39,194
0649,59,133
0652,66,167
0633,121,182
0604,58,170
0601,46,176
0645,41,142
0611,46,154
0631,66,142
0650,59,142
0647,73,173
0641,43,153
0614,51,157
0616,45,142
0608,50,138
0644,56,158
0653,79,158
0637,64,182
0636,28,172
0635,51,134
0610,30,129
0622,52,148
0629,51,184
0651,61,148
0606,57,161
0607,58,162
0618,66,166
0643,57,159
0605,43,167
0619,39,153
0646,49,129
0627,68,174
0615,32,150
0648,64,161
0602,75,161
0628,69,190
0620,48,153
0612,42,178
0638,65,164
0634,57,204
0639,63,153
0640,73,166
